number,polling_station_code,polling_station_name,constituency,district,region,source
40113,R110106,SLAUGHTER HOUSE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40114,R110107,GINGANDE PRIMARY SCHOOL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40115,R110108,FADIKAFUTA,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40116,R110109,BAWKU ROMAN CATH. CHURCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40117,R110110,BAWKU CATH. SOCIAL CENTRE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40118,R110111,OLD WANDE PALACE AZANGA,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40119,R110112,WANDE MOSQUE AZANGA,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40120,R110201,KPALWEGA PRIM SCHOOL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40121,R110202A,KPALWEGA COMM. CENTRE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40122,R110202B,KPALWEGA COMM. CENTRE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40123,R110203,NABRUGU,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40124,R110204,KPALWEGA NYORUGU,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40125,R110205,OLD EDUCATION OFFICE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40126,R110206,ODURO'S MOSQUE KPALWEGA,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40127,R110207,KPALWEGA JNR. HIGH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40128,R110208,KPALWEGA A/G CHURCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40129,R110209,ALALE COMPLEX EDUCATION CENTRE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40130,R110301,BAWKU METHODIST PRIM. SCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40131,R110302,BAWKU CIRCUIT COURT,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40132,R110303,BAWKU VOCATIONAL INST.,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40133,R110304,GANDA MOSQUE GINGANDE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40134,R110305,PENTECOST CHURCH GINGANDE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40135,R110306,HAJJ DAWUUD MOSQUE GINGANDE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40136,R110307,BAWKU OLD COURT,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40137,R110401,MUJUDUNA ISLAMIC SCHOOL MAZEMA,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40138,R110402,ANSARU-DEEN ISLAMIC SCH.,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40139,R110403,ALKALI MOSQUE ZONGO,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40140,R110404,HUDAMUL-ILM ARABIC SCHOOL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40141,R110405,HAUSA-ZONGO WATANIYA,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40142,R110406,MOR-BAARE MOSQUE MAZEMA,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40143,R110407,AVEINGO,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40144,R110408,OLD ONION MARKET MOSQUE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40145,R110501,ST. ANTHONY PRIM SCH.,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40146,R110502,ST. ANTHONY JNR HIGH SCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40147,R110503,NANUNGU CINEMA PALACE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40148,R110504,POSSUM CENTRAL MOSQUE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40149,R110505,YUSUFIA ISLAMIC SCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40150,R110506,ADIISA,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40151,R110507,BEIDIM MOSQUE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40152,R110601,KARIYAMA FITTERS SHOP,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40153,R110602,SUWAIDIA CHILDHOOD CENTRE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40154,R110603,KARIYAMA MKT SQ.,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40155,R110604,AZHARIYA CENTRAL MOSQUE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40156,R110605,FAILIYA MOSQUE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40157,R110701,URBAN HEALTH CENTRE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40158,R110702,ABAGRE PALACE NORTH-NATINGA,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40159,R110703,BAWKU A/G CHURCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40160,R110704,SUNKA MOSQUE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40161,R110705,DEESE CENTRAL MOSQUE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40162,R110706,LADAN MOSQUE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40163,R110801,MUSTAPHIAT PRIM SCH.,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40164,R110802,PATELME,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40165,R110803,WINAZUA JNR HIGH SCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40166,R110804,AMADU GOBRE'S MOSQUE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40167,R110901,HOME SCIENCE CENTRE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40168,R110902,HIMBAR,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40169,R110903,BABA CLERK MOSQUE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40170,R110904,URBAN COUNCIL HALL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40171,R110905,POST OFFICE PARK,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40172,R110906,ISSAH KONGO MOSQUE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40173,R110907,BAWKU DAY NURSERY NO.2,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40174,R110908,MODIBO'S MOSQUE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40175,R110909,CHIEF PALACE MOSQUE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40176,R110910,MALAM FULANI MOSQUE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40177,R110911,ISSAKIYA ARABIC SCHOOL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40178,R111001,SABON ZONGO PRIM,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40179,R111002,MOR-FARUK MOSQUE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40180,R111003,ALHAJI SALAM GRINDING MILL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40181,R111004,ISLAMIC ARABIC VOCATIONAL INST,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40182,R111005,ANSARAL ISLAMIC PRIM SCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40183,R111006,BAPTIST CHURCH YIRONGO,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40184,R111007,MOR-FATAWU MOSQUE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40185,R111008,MALAM BUBBA MOSQUE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40186,R111101,GBEWA PRIM SCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40187,R111102,SAEEDIA ISL. PRIM SCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40188,R111103,KPALORE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40189,R111104,SAGABO,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40190,R111105,GATEWAY INTERNATIONAL SCHOOL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40191,R111106,MISNABA'S MOSQUE SAGABO,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40192,R111201,SABON-GARI,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40193,R111202,SABON-GARI NYORUG,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40194,R111203,KANSIIGIN,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40195,R111204,SABON-GARI CENTRAL MOSQUE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40196,R111205,MOR-BUKARI MOSQUE SABON GARI,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40197,R111206,TINSUNGU CLINIC,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40198,R111207,SUWAIDIA JHS. SINGNATING,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40199,R111208,OLD COLA NUT MARKET,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40200,R111209,BAWKU SEC/TECH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40201,R111301,MOGNORI PRIM SCHOOL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40202,R111302,MOGNORI CLINIC,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40203,R111303,GALAKA,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40204,R111304,KPALIGA,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40205,R111305,FATHUL ISLAM PRIMARY SCHOOL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40206,R111306,GUMPOOG,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40207,R111307,BARIBARI SAKPARI,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40208,R111308,BARIBARI PRIMARY SCHOOL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40209,R111309,BARIBARI PRESBY CHURCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40210,R111401,ZUUKU PRIM SCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40211,R111402,WIIDI PRIM SCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40212,R111403,BUGZUNDE LUTHERAN CHURCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40213,R111404,AZHARIYA PRIMARY SCHOOL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40214,R111405,NARANZUA PRIM SCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40215,R111501,GENTINGA NO 1 K/G SCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40216,R111502,GENTINGA NO. 2,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40217,R111601,TAMIZUA NO 1 PRIMARY SCHOOL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40218,R111602,TAMPIZUA NO.2 MOSQUE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40219,R111701,BADOR PRIM SCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40220,R111702,SAATAAYAA,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40221,R111703,HEIBIKU,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40222,R111704,GUMAKUTARI CATHOLIC PRIM,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40223,R111705,CHIWURIGA,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40224,R111706,GHANA LAST GRINDING MILL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40225,R111801,MISSIGA PRIM SCHOOL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40226,R111802,MISSIGA NAKINATINGA,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40227,R111803,MISSIGA NYORGU,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40228,R111804A,ZOOGO PRIM SCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40229,R111804B,ZOOGO PRIM SCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40230,R111805,SUNGUURE PRIMARY SCHOOL MISSIGA,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40231,R111806,TANDAAGIN MOSQUE MISSIGA,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40232,R111807,MISSIGA LIGHTHOUSE CHURCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40233,R111808,BUABULA PRIMARY SCHOOL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40234,R111901,ZABUGU-NATINGA,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40235,R111902,ZABUGU PRIMARY SCHOOL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40236,R111903,ZABUGU JNR HIGH SCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40237,R111904,ASIKIRI,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40238,R111905,ZABUGU DAAGBEIG,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40239,R111906,YUMBOKO,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40240,R111907,GOZEISI PRIM SCH.,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40241,R111908,YAKUT METHODIST SCH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40242,R111909,ST.MARY'S PRIMARY SCHOOL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40243,R111910,GOZEISI JHS,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40244,R112001,LALSA PRIM SCH.,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40245,R112002,MEIGOGO CAC,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40246,R112003,KUKA PRIM SCH.,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40247,R112004,KUKA JNR HIGH,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40248,R112005,KOLKPEINGO,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40249,R112006,GAOG,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40250,R112007,NADBURA,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40251,R112008,ARIZIEM,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40252,R112009,KUKA-ZULI PRIMARY SCHOOL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40253,R112010,ZULLI PRIMARY SCHOOL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40254,R112011,KUK-DABOOD ORPHANAGE,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40255,R112012,KUKA GBEOGO,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40256,R112013,YAKIN PRIMARY SCHOOL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40257,R120101,PUSIGA POST OFFICE,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40258,R120102,PUSIGA LORRY-STATION,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40259,R120103,PUSIGA CEPS OFFICE,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40260,R120104,ADABIA E/A PRIM. SCH,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40261,R120105A,BITU JHS,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40262,R120105B,BITU JHS,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40263,R120106,HIDAYATUL PRIM SCH,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40264,R120201A,PUSIGA DISPENSARY,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40265,R120201B,PUSIGA DISPENSARY,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40266,R120202,TERAGO CLINIC,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40267,R120203,TESHIE-NATINGA PRIM SCH,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40268,R120204,TERAGO-NATINGA,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40269,R120205,TIMBILIM,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40270,R120301A,PUSIGA COUNCIL OFFICE,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40271,R120301B,PUSIGA COUNCIL OFFICE,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40272,R120302,PUSIGA C-LINE MOSQUE,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40273,R120303A,NURUL - ISLAMIA ARABIC,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40274,R120303B,NURUL - ISLAMIA ARABIC,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40275,R120304A,GAREKE JUMMAH MOSQUE,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40276,R120304B,GAREKE JUMMAH MOSQUE,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40277,R120401,SARABOGO PRIM. SCH,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40278,R120402A,PALNABA,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40279,R120402B,PALNABA,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40280,R120403,DEEGA PRIM SCHOOL,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40281,R120404,ZEED-NATINGA G. MILL,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40282,R120501,NAKUOM COMM. CLINIC,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40283,R120502,NAKUOM WIIDI PRIM.,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40284,R120503,NAKAMBO PRIM. SCH,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40285,R120504,MORGO COMM. CLINIC,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40286,R120505,NAKOUM MKT-SQ,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40287,R120506,NAKOUM SELTEEG,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40288,R120601A,ZUA-BULGA PRIM SCH,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40289,R120601B,ZUA-BULGA PRIM SCH,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40290,R120602,NARANGO PRIM SCH,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40291,R120603,ZUUGU COMM CLINIC,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40292,R120701,DABIA PRIM. SCH,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40293,R120702,BUL-NATINGA,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40294,R120801,ZONG-NATINGA PRIM.SCH,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40295,R120802,ZONG-NATINGA COMM.CLINIC,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40296,R120803,VOREKUOM COMM. CLINIC,PUSIGA,PUSIGA,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
